2s2.2p6                 | 1S        |     0 |                 0.00    |    L13237
2s2.2p5.(2P*<1/2>).4d   | 2[3/2]*   |     2 |            354707.0     |          
                        |           |       |                         |           
2s2.2p5.(2P*<1/2>).5s   | 2[1/2]*   |     0 |            354859.8     |          
                        |           |       |                         |           
2s2.2p5.(2P*<1/2>).4d   | 2[3/2]*   |     1 |            354876.5     |          
                        |           |       |                         |           
2s2.2p5.(2P*<1/2>).5s   | 2[1/2]*   |     1 |            354997.8     |          
                        |           |       |                         |           
2s2.2p5.(2P*<1/2>).4f   | 2[7/2]    |     3 |            355280.89    |          
                        |           |     4 |            355281.16    |          
                        |           |       |                         |           
2s2.2p5.(2P*<1/2>).4f   | 2[5/2]    |     3 |            355283.70    |          
                        |           |     2 |            355284.53    |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).5d   | 2[1/2]*   |     0 |            363332.2     |          
                        |           |     1 |            363347.4     |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).5d   | 2[3/2]*   |     2 |            363441.7     |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).6s   | 2[3/2]*   |     2 |            363610.2     |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).5d   | 2[3/2]*   |     1 |            363631.9     |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).6s   | 2[3/2]*   |     1 |            363725.8     |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).5f   | 2[3/2]    |     1 |            363767.98    |          
                        |           |     2 |            363769.03    |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).5f   | 2[9/2]    |     5 |            363790.60    |          
                        |           |     4 |            363790.64    |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).5f   | 2[5/2]    |     3 |            363814.78    |          
                        |           |     2 |            363815.38    |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).5f   | 2[7/2]    |     3 |            363837.82    |          
                        |           |     4 |            363837.94    |          
                        |           |       |                         |           
2s2.2p5.(2P*<1/2>).5d   | 2[3/2]*   |     2 |            364744.1     |          
                        |           |     1 |            364931.1     |          
                        |           |       |                         |           
2s2.2p5.(2P*<1/2>).6s   | 2[1/2]*   |     0 |            365009.9     |          
                        |           |     1 |            365043.5     |          
                        |           |       |                         |           
2s2.2p5.(2P*<1/2>).5f   | 2[7/2]    |     3 |            365173.42    |          
                        |           |     4 |            365173.7     |          
                        |           |       |                         |           
2s2.2p5.(2P*<1/2>).5f   | 2[5/2]    |     3 |            365174.10    |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).6d   | 2[1/2]*   |     1 |            368494.1     |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).7s   | 2[3/2]*   |     1 |            369070.5     |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).6f   | 2[3/2]    |     1 |            369158.71    |          
                        |           |     2 |            369159.46    |          
                        |           |       |                         |           
2s2.2p5.(2P*<3/2>).6f   | 2[9/2]    |     5 |            369171.93    |          
                        |           |     4 |            369172.01    |          
                        |           |       |                         |           
