2s2.2p5              | 2P*    |  3/2 |               0      |     L4995
2s2.2p4.(3P<2>).4f   | 2[4]*  |  9/2 |          770834.0    |          
                     |        |  7/2 |          770860.3    |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).4f   | 2[3]*  |  5/2 |          770910.9    |          
                     |        |  7/2 |          770927.5    |          
                     |        |      |                      |           
2s2.2p4.(3P).4d      | 2P     |  3/2 |          770948      |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).4f   | 2[2]*  |  3/2 |          771129.2    |          
                     |        |  5/2 |          771163.6    |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).4f   | 2[5]*  | 11/2 |          771363.4    |          
                     |        |  9/2 |          771367.6    |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).4f   | 2[1]*  |  1/2 |          771561.1    |          
                     |        |  3/2 |          771582.6    |          
                     |        |      |                      |           
2s2.2p4.(3P<1>).4f   | 2[2]*  |  3/2 |          772849.3    |          
                     |        |  5/2 |          772861.8    |          
                     |        |      |                      |           
2s2.2p4.(3P<1>).4f   | 2[4]*  |  9/2 |          772932.1    |          
                     |        |  7/2 |          772945.4    |          
                     |        |      |                      |           
2s2.2p4.(3P<1>).4f   | 2[3]*  |  7/2 |          773228.7    |          
                     |        |  5/2 |          773242.1    |          
                     |        |      |                      |           
2s2.2p4.(3P<0>).4f   | 2[3]*  |  7/2 |          773747.0    |          
                     |        |  5/2 |          773757.6    |          
                     |        |      |                      |           
2s2.2p4.(3P).5s      | 4P     |  3/2 |          787315      |          
                     |        |      |                      |           
2s2.2p4.(3P).5s      | 2P     |  3/2 |          788632      |          
                     |        |  1/2 |          789881      |          
                     |        |      |                      |           
2s2.2p4.(1S).4s      | 2S     |  1/2 |          797056      |          
                     |        |      |                      |           
2s2.2p4.(1D).4d      | 2P     |  3/2 |          802244      |          
                     |        |  1/2 |          802306      |          
                     |        |      |                      |           
2s2.2p4.(1D).4d      | 2D     |  5/2 |          802954      |          
                     |        |  3/2 |          803054      |          
                     |        |      |                      |           
2s2.2p4.(1D).4d      | 2S     |  1/2 |          803754      |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).4f   | 2[1]*  |  1/2 |          806309.7    |          
                     |        |  3/2 |          806312.5    |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).4f   | 2[5]*  |  9/2 |          806803.4    |          
                     |        | 11/2 |          806803.4    |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).4f   | 2[2]*  |  5/2 |          806909.2    |          
                     |        |  3/2 |          806911.5    |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).4f   | 2[3]*  |  5/2 |          807455.0    |          
                     |        |  7/2 |          807456.0    |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).4f   | 2[4]*  |  7/2 |          807607.8    |          
                     |        |  9/2 |          807610.1    |          
                     |        |      |                      |           
2s2.2p4.(3P).5d      | 4P     |  1/2 |          808965      |          
                     |        |      |                      |           
2s2.2p4.(3P).5d      | 2F?    |  5/2 |          809127      |          
                     |        |      |                      |           
2s2.2p4.(3P).5d      |        | 1/2? |          809265      |          
                     |        |      |                      |           
2s2.2p4.(3P).5d      | 4F?    |  3/2 |          810249      |          
                     |        |  5/2 |          810366      |          
                     |        |      |                      |           
2s2.2p4.(3P).5d      |        | 1/2? |          810492      |          
                     |        |      |                      |           
2s2.2p4.(3P).5d      |        | 3/2? |          810590      |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).5f   | 2[4]*  |  9/2 |          810653.7    |          
                     |        |  7/2 |          810659.1    |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).5f   | 2[5]*  | 11/2 |          810922.2    |          
                     |        |  9/2 |          810922.9    |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).5g   | 2[5]   | 11/2 |          810957.2    |          
                     |        |  9/2 |          810958.8    |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).5g   | 2[4]   |  7/2 |          810959.5    |          
                     |        |  9/2 |          810960.7    |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).5g   | 2[3]   |  5/2 |          811016.8    |          
                     |        |  7/2 |          811018.2    |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).5g   | 2[6]   | 11/2 |          811058.9    |          
                     |        | 13/2 |          811059.2    |          
                     |        |      |                      |           
2s2.2p4.(3P<2>).5g   | 2[2]   |  3/2 |          811097.4    |          
                     |        |  5/2 |          811100.9    |          
                     |        |      |                      |           
2s2.2p4.(3P).5d      | 2D     |  5/2 |          811254      |          
                     |        |      |                      |           
2s2.2p4.(3P).5d      |        |  3/2 |          811888      |          
                     |        |      |                      |           
2s2.2p4.(3P<1>).5g   | 2[3]   |  5/2 |          812757.0    |          
                     |        |  7/2 |          812757.9    |          
                     |        |      |                      |           
2s2.2p4.(3P<1>).5g   | 2[5]   |  9/2 |          812778.6    |          
                     |        | 11/2 |          812779.8    |          
                     |        |      |                      |           
2s2.2p4.(3P<1>).5g   | 2[4]   |  9/2 |          812859.0    |          
                     |        |  7/2 |          812859.2    |          
                     |        |      |                      |           
2s2.2p4.(3P<0>).5g   | 2[4]   |  9/2 |          813539.9    |          
                     |        |  7/2 |          813540.8    |          
                     |        |      |                      |           
2s2.2p4.(1D).5s      | 2D     |  5/2 |          822734      |          
                     |        |  3/2 |          822734      |          
                     |        |      |                      |           
2s.2p5.(3P*).3s      | 2P*    |  3/2 |          843034?     |          
                     |        |      |                      |           
2s2.2p4.(1D).5d?     | 2P?    |  3/2 |          843974      |          
                     |        |  1/2 |          844036      |          
                     |        |      |                      |           
2s.2p5.(3P*).3s      | 2P*    |  1/2 |          844306?     |          
                     |        |      |                      |           
2s2.2p4.(1S).4d?     | 2D?    |  5/2 |          844424      |          
                     |        |  3/2 |          844424      |          
                     |        |      |                      |           
                     | 2D?    |  5/2 |          846281      |          
                     |        |  3/2 |          846281      |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).5g   | 2[2]   |  3/2 |          846780.7    |          
                     |        |  5/2 |          846780.7    |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).5g   | 2[6]   | 13/2 |          846858.7    |          
                     |        | 11/2 |          846858.7    |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).5g   | 2[3]   |  5/2 |          846926.3    |          
                     |        |  7/2 |          846926.3    |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).5g   | 2[4]   |  9/2 |          847038.2    |          
                     |        |  7/2 |          847038.2    |          
                     |        |      |                      |           
2s2.2p4.(1D<2>).5g   | 2[5]   | 11/2 |          847048.2    |          
                     |        |  9/2 |          847048.2    |          
