2 6 9.843e-01 1.020e+00 1.024e+00 1.022e+00 1.020e+00 1.019e+00 1.019e+00 1.020e+00 1.021e+00 1.022e+00 1.023e+00 1.024e+00 1.024e+00 1.024e+00 1.024e+00 1.022e+00 1.020e+00 1.017e+00 1.013e+00 1.009e+00 1.004e+00 9.996e-01 9.948e-01 9.899e-01 9.849e-01 9.800e-01 9.751e-01
2 7 3.502e+00 3.588e+00 3.625e+00 3.646e+00 3.663e+00 3.677e+00 3.690e+00 3.701e+00 3.711e+00 3.719e+00 3.726e+00 3.732e+00 3.737e+00 3.741e+00 3.744e+00 3.749e+00 3.752e+00 3.754e+00 3.754e+00 3.754e+00 3.754e+00 3.753e+00 3.752e+00 3.751e+00 3.751e+00 3.750e+00 3.749e+00
2 8 1.388e+00 1.392e+00 1.394e+00 1.394e+00 1.393e+00 1.391e+00 1.390e+00 1.389e+00 1.388e+00 1.387e+00 1.387e+00 1.387e+00 1.387e+00 1.387e+00 1.387e+00 1.388e+00 1.390e+00 1.391e+00 1.394e+00 1.396e+00 1.398e+00 1.401e+00 1.403e+00 1.406e+00 1.409e+00 1.411e+00 1.414e+00
3 6 4.966e-01 4.964e-01 4.968e-01 4.979e-01 4.991e-01 5.002e-01 5.010e-01 5.016e-01 5.020e-01 5.022e-01 5.023e-01 5.022e-01 5.021e-01 5.018e-01 5.016e-01 5.009e-01 5.002e-01 4.994e-01 4.986e-01 4.978e-01 4.970e-01 4.962e-01 4.955e-01 4.947e-01 4.939e-01 4.931e-01 4.923e-01
3 7 3.122e-01 3.104e-01 3.085e-01 3.073e-01 3.065e-01 3.061e-01 3.059e-01 3.058e-01 3.057e-01 3.056e-01 3.056e-01 3.055e-01 3.055e-01 3.054e-01 3.053e-01 3.052e-01 3.051e-01 3.049e-01 3.048e-01 3.046e-01 3.045e-01 3.044e-01 3.042e-01 3.040e-01 3.039e-01 3.037e-01 3.034e-01
3 8 9.220e-02 9.200e-02 9.170e-02 9.150e-02 9.140e-02 9.140e-02 9.130e-02 9.130e-02 9.140e-02 9.140e-02 9.150e-02 9.160e-02 9.170e-02 9.180e-02 9.190e-02 9.210e-02 9.240e-02 9.260e-02 9.280e-02 9.300e-02 9.320e-02 9.340e-02 9.350e-02 9.370e-02 9.380e-02 9.390e-02 9.400e-02
4 6 7.854e-01 7.844e-01 7.840e-01 7.848e-01 7.860e-01 7.872e-01 7.882e-01 7.889e-01 7.893e-01 7.896e-01 7.896e-01 7.895e-01 7.893e-01 7.890e-01 7.886e-01 7.877e-01 7.867e-01 7.856e-01 7.845e-01 7.834e-01 7.824e-01 7.813e-01 7.802e-01 7.791e-01 7.781e-01 7.770e-01 7.758e-01
4 7 8.320e-01 8.292e-01 8.267e-01 8.255e-01 8.253e-01 8.255e-01 8.257e-01 8.260e-01 8.261e-01 8.262e-01 8.261e-01 8.260e-01 8.258e-01 8.256e-01 8.253e-01 8.246e-01 8.238e-01 8.231e-01 8.223e-01 8.215e-01 8.207e-01 8.199e-01 8.191e-01 8.183e-01 8.175e-01 8.166e-01 8.157e-01
4 8 1.845e-01 1.840e-01 1.835e-01 1.831e-01 1.828e-01 1.827e-01 1.827e-01 1.827e-01 1.828e-01 1.829e-01 1.830e-01 1.832e-01 1.834e-01 1.836e-01 1.838e-01 1.843e-01 1.847e-01 1.852e-01 1.856e-01 1.860e-01 1.864e-01 1.867e-01 1.871e-01 1.873e-01 1.876e-01 1.878e-01 1.879e-01
5 6 6.590e-01 6.555e-01 6.520e-01 6.497e-01 6.485e-01 6.478e-01 6.475e-01 6.473e-01 6.472e-01 6.471e-01 6.470e-01 6.469e-01 6.467e-01 6.466e-01 6.465e-01 6.461e-01 6.457e-01 6.454e-01 6.450e-01 6.446e-01 6.443e-01 6.439e-01 6.435e-01 6.431e-01 6.427e-01 6.422e-01 6.417e-01
5 7 1.767e+00 1.765e+00 1.764e+00 1.766e+00 1.768e+00 1.771e+00 1.773e+00 1.775e+00 1.776e+00 1.776e+00 1.777e+00 1.776e+00 1.776e+00 1.775e+00 1.774e+00 1.772e+00 1.770e+00 1.768e+00 1.765e+00 1.763e+00 1.760e+00 1.758e+00 1.755e+00 1.753e+00 1.751e+00 1.748e+00 1.746e+00
5 8 2.767e-01 2.760e-01 2.752e-01 2.746e-01 2.742e-01 2.741e-01 2.740e-01 2.740e-01 2.741e-01 2.743e-01 2.745e-01 2.748e-01 2.751e-01 2.754e-01 2.757e-01 2.764e-01 2.771e-01 2.778e-01 2.784e-01 2.790e-01 2.796e-01 2.801e-01 2.806e-01 2.810e-01 2.813e-01 2.816e-01 2.819e-01
6 7 1.151e+00 1.187e+00 1.219e+00 1.251e+00 1.283e+00 1.315e+00 1.345e+00 1.374e+00 1.401e+00 1.425e+00 1.447e+00 1.468e+00 1.486e+00 1.503e+00 1.518e+00 1.545e+00 1.566e+00 1.584e+00 1.599e+00 1.612e+00 1.622e+00 1.630e+00 1.636e+00 1.641e+00 1.645e+00 1.647e+00 1.649e+00
6 8 5.626e-01 5.567e-01 5.540e-01 5.537e-01 5.551e-01 5.573e-01 5.599e-01 5.626e-01 5.652e-01 5.676e-01 5.699e-01 5.719e-01 5.738e-01 5.755e-01 5.771e-01 5.798e-01 5.822e-01 5.842e-01 5.858e-01 5.872e-01 5.884e-01 5.893e-01 5.900e-01 5.905e-01 5.909e-01 5.911e-01 5.911e-01
7 8 8.439e-01 8.351e-01 8.310e-01 8.306e-01 8.326e-01 8.360e-01 8.399e-01 8.439e-01 8.478e-01 8.514e-01 8.548e-01 8.579e-01 8.607e-01 8.633e-01 8.656e-01 8.698e-01 8.733e-01 8.762e-01 8.787e-01 8.808e-01 8.825e-01 8.839e-01 8.850e-01 8.858e-01 8.863e-01 8.866e-01 8.866e-01
*** N III collision strengths 
*** T_UNIT K/10000
*** ATOM nitrogen
*** SPECTRUM 3
*** N_LEVELS 8
*** GSCONFIG p1
*** SOURCE1 Blum & Pradhan, 1992, ApJ Suppl., 80, 425
*** NOTE1 All collision strengths
