Aij
1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 1/s 
6.62e+01 1.15e+00 2.21e+01 2.62e+01 1.12e+01 1.31e-02 0.0 4.97e-20 8.58e-05 4.27e-03 9.45e-04 4.29e-04 8.20e-03 2.95e-03 1.40e-20 7.38e-06 1.15e-05 8.51e-01 0.0 7.36e-04 3.67e-04 1.05e-03 0.0 0.0 6.16e-06 9.19e-03 1.08e-07 1.62e-07 1.59e-06 2.83e-06 7.39e-08 1.22e-06 1.56e-07 1.07e-13 8.84e-28 4.44e-29 1.26e-12 2.17e-09 1.90e-06 8.62e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.05e-17 8.00e+01 3.78e+01 8.04e+00 2.82e-04 8.72e-03 0.0 0.0 0.0 9.51e-04 6.89e-07 0.0 7.15e-04 2.70e-03 0.0 0.0 1.85e-06 2.74e-07 0.0 7.55e-04 3.28e-04 2.34e-05 0.0 0.0 2.83e-06 8.08e-02 8.28e-09 3.29e-07 1.20e-07 6.40e-07 5.40e-24 2.78e-08 4.89e-07 0.0 0.0 1.09e-27 1.03e-27 8.94e-13 2.41e-07 4.42e-16 1.67e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.15e+02 6.32e+01 1.23e+01 2.59e-15 9.88e-16 9.50e-03 3.76e-03 2.18e-03 5.97e-05 6.30e-19 3.10e-19 1.78e-03 1.17e-03 1.26e-04 1.80e-02 9.07e-04 1.44e-06 2.22e-03 2.43e-06 2.18e-04 2.26e-20 2.63e-03 2.94e-06 0.0 1.40e-08 6.02e-04 4.42e-06 5.38e-23 5.40e-23 5.12e-07 6.49e-04 5.96e-05 3.23e-07 2.90e-06 1.17e-07 3.99e-04 2.83e-04 5.28e-05 7.54e-09 5.50e-02 7.46e-05 8.02e-27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.14e-14 0.0 1.83e+02 7.19e-05 0.0 4.52e-02 0.0 0.0 6.51e-19 9.38e-05 0.0 6.66e-18 0.0 1.83e-01 0.0 0.0 0.0 0.0 0.0 3.83e-02 2.08e-06 0.0 0.0 0.0 3.94e-05 1.86e-03 0.0 0.0 2.15e-04 8.27e-05 4.03e-22 0.0 1.09e-04 0.0 0.0 0.0 4.84e-24 0.0 4.19e-07 0.0 1.67e-04 1.22e-01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
9.66e-15 6.31e+01 5.66e+01 6.44e+01 3.33e-05 4.44e-02 0.0 1.23e-18 2.53e-18 1.16e-04 5.26e-05 9.71e-19 8.73e-02 5.76e-02 0.0 7.91e-20 1.24e-03 5.98e-04 0.0 1.34e-03 1.51e-02 1.18e-02 0.0 9.21e-06 2.76e-05 2.40e-03 5.23e-06 1.18e-04 6.29e-05 1.26e-04 1.56e-22 4.61e-05 1.13e-04 0.0 0.0 6.34e-23 5.02e-23 4.67e-08 1.11e-04 2.85e-05 5.45e-02 4.12e-02 0.0 8.02e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.17e+01 1.72e+01 6.86e+01 3.02e+01 0.0 1.58e-02 4.38e-19 7.24e-04 1.91e-03 2.05e-04 0.0 2.23e-03 4.13e-04 1.09e-04 4.29e-04 8.01e-03 8.16e-04 1.80e-02 0.0 5.87e-05 2.60e-05 1.92e-03 1.98e-06 0.0 4.96e-06 1.28e-03 5.72e-06 0.0 6.57e-06 3.03e-05 1.80e-04 3.28e-04 1.87e-04 7.49e-07 7.10e-23 1.29e-07 5.63e-05 3.53e-04 5.76e-05 1.87e-02 9.54e-03 6.88e-05 8.90e-06 0.0 1.09e-18 0.0 3.01e-08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.85e+01 8.86e+01 4.00e+00 3.56e+01 3.89e+01 3.46e-02 7.42e-19 1.02e-18 4.65e-03 1.06e-03 3.69e-05 4.13e-02 2.42e-02 4.06e-03 0.0 1.03e-03 3.05e-03 1.10e-02 0.0 7.94e-03 1.53e-03 4.15e-03 1.27e-05 1.66e-05 1.10e-05 2.36e-03 2.50e-06 4.14e-05 2.00e-04 1.33e-04 3.10e-05 1.72e-04 1.61e-06 7.92e-10 1.31e-22 1.05e-23 2.58e-07 2.30e-05 2.38e-04 2.30e-02 3.25e-02 6.00e-05 1.65e-16 4.97e-17 2.00e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.77e-01 1.06e-02 7.11e-18 0.0 0.0 1.75e-16 8.76e+01 4.41e+00 2.15e+00 9.06e-17 0.0 2.10e+01 3.32e+00 1.47e-18 2.50e+01 4.81e+00 1.67e-01 2.21e-07 8.77e-03 1.58e-17 2.60e-18 4.38e+00 2.49e-02 0.0 1.93e-19 5.96e-18 3.03e-04 0.0 4.60e-19 1.78e-20 7.14e-02 7.82e-03 4.95e-19 6.70e-05 1.98e-05 3.93e-05 5.80e-05 1.60e-08 7.10e-24 9.15e-10 1.85e-24 4.93e-25 5.56e-05 0.0 2.07e-25 1.32e-08 1.80e-25 0.0 6.61e-19 9.47e-10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.27e-03 3.74e-02 3.54e-02 2.28e-04 0.0 4.98e-02 7.54e-18 9.64e+00 6.92e+01 5.36e-02 0.0 1.91e+01 1.04e+01 2.12e+01 1.03e-02 1.85e+00 1.65e+01 5.55e-07 1.95e-19 1.19e+00 3.42e+00 8.59e-02 3.80e-02 0.0 2.26e-04 3.69e-18 2.40e-03 0.0 5.66e-06 6.20e-02 6.88e-04 1.51e-02 1.18e-05 1.03e-04 3.33e-24 1.88e-07 3.34e-04 6.99e-06 1.34e-04 1.16e-04 1.71e-05 1.50e-08 2.18e-05 0.0 1.07e-09 1.08e-04 2.80e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.44e-02 1.65e-01 4.86e-03 0.0 0.0 1.25e-01 7.67e+00 8.08e+01 1.23e+01 7.30e-18 6.66e-17 3.87e+00 1.68e+01 3.83e+00 1.46e+00 1.68e+01 4.66e+00 3.54e-07 3.20e-03 3.63e+00 1.49e-17 9.48e-01 3.16e-04 1.15e-19 7.79e-03 6.36e-18 4.75e-03 4.68e-19 3.47e-20 9.69e-03 1.19e-02 5.59e-02 6.59e-06 4.04e-06 4.53e-07 3.96e-04 2.21e-05 1.80e-07 1.82e-08 1.46e-06 5.84e-08 7.19e-26 2.93e-04 2.19e-25 2.28e-26 1.85e-05 5.86e-09 0.0 8.47e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.33e-02 2.61e-02 6.26e-02 2.52e-03 3.81e-02 3.60e+01 3.93e-16 2.39e-16 8.22e+00 2.49e+01 8.66e+00 6.44e+01 1.83e+01 2.76e+00 1.32e-18 7.09e-03 1.44e-04 2.79e-06 5.06e-19 4.50e+00 1.29e+00 5.33e+00 1.57e-02 1.12e-02 1.21e-03 1.04e+00 2.49e-03 5.10e-02 8.09e-02 1.78e-03 8.86e-02 1.58e-02 2.98e-02 1.12e-05 2.71e-23 3.79e-23 8.80e-07 1.24e-04 1.88e-04 3.65e-04 1.03e-05 6.69e-05 9.29e-10 2.44e-08 9.81e-04 1.19e-02 4.44e-06 1.63e-27 4.07e-08 3.79e-12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.75e-17 6.04e-02 2.49e-03 1.10e-01 5.14e-07 5.93e+01 0.0 2.34e-16 4.19e-16 1.01e+01 4.74e-04 5.13e-17 6.25e+01 3.09e+01 6.52e-18 8.19e-18 4.05e-03 1.01e-06 0.0 8.27e-01 6.38e+00 5.01e+00 0.0 1.01e-03 1.81e-02 5.88e-01 5.89e-03 5.59e-04 5.45e-02 2.98e-02 6.88e-19 7.70e-02 8.35e-02 1.78e-23 0.0 6.00e-23 2.06e-23 1.57e-06 8.34e-06 6.13e-07 1.10e-03 1.90e-04 2.60e-26 2.71e-03 4.07e-06 3.64e-10 1.66e-02 3.39e-27 4.90e-12 1.75e-28 1.11e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.14e-16 0.0 1.47e-01 2.04e-04 0.0 6.94e+01 0.0 0.0 1.51e-16 7.58e-04 0.0 5.81e-16 0.0 9.29e+01 0.0 2.40e-17 0.0 0.0 0.0 1.31e+01 2.30e-05 0.0 9.76e-18 0.0 8.64e-03 1.61e-05 0.0 0.0 1.11e-03 1.14e-01 1.12e-18 0.0 1.20e-01 1.70e-22 0.0 0.0 0.0 0.0 9.10e-07 0.0 1.65e-05 2.21e-03 6.00e-26 0.0 2.20e-02 0.0 5.05e-09 0.0 0.0 1.07e-26 8.20e-14 8.15e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.26e-03 5.85e-01 2.41e-01 8.36e-01 0.0 3.54e+01 1.29e-15 3.47e+00 2.80e+00 1.20e+01 0.0 3.43e+01 9.31e+00 8.69e-01 6.90e+01 5.46e+00 2.41e-01 1.98e-04 5.88e-20 8.81e+00 8.26e-01 2.29e+01 5.22e-04 0.0 6.74e-03 1.82e-03 2.86e-03 0.0 2.46e-01 6.20e-03 1.75e-01 6.34e-02 3.14e-01 2.83e-08 7.14e-20 1.26e-04 2.87e-03 1.87e-03 3.77e-04 4.25e-02 5.40e-03 6.31e-08 4.02e-05 0.0 3.08e-05 1.07e-03 9.92e-06 1.01e-08 3.98e-04 3.95e-04 3.55e-02 6.66e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.61e-01 7.35e+00 1.45e+01 9.52e-04 9.70e+00 1.77e+00 1.96e-15 3.35e-16 1.03e+00 1.38e-01 6.54e+00 7.63e-01 3.50e-01 4.09e+00 1.75e-16 8.10e-01 1.90e+00 1.36e-05 1.25e-13 9.22e-01 2.59e-01 3.42e-01 4.52e+00 5.02e+00 1.43e+01 4.63e-05 6.35e-01 2.53e-04 3.07e-02 3.52e-02 8.35e-03 6.40e-02 6.18e-02 4.23e-01 7.61e-19 6.79e-18 1.33e-02 1.34e-02 4.60e-02 4.22e-03 1.28e-02 2.03e-03 4.35e-05 9.90e-04 3.95e-03 7.00e-03 1.89e-02 9.59e-24 1.63e-03 6.02e-08 4.67e-03 4.22e-03 6.35e-06 4.12e-05 0.0 1.68e-07 4.25e-04 0.0 9.47e-28 5.05e-27 0.0 0.0 6.81e-06 1.37e-03 9.68e-05 0.0 0.0 6.57e-14 3.02e-04 4.39e-06 0.0 5.61e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
8.71e-17 7.34e-02 1.69e+00 3.51e+00 4.55e-04 8.65e+00 0.0 8.54e-16 6.00e-16 4.03e+01 1.69e-05 9.81e-16 1.19e+01 2.21e+01 4.02e-17 3.35e-16 8.10e+01 1.19e-07 0.0 1.92e+01 9.41e+00 2.84e+00 3.25e-18 4.46e-06 8.06e-02 4.81e-03 4.72e-03 2.44e-04 4.21e-01 2.05e-01 1.69e-19 5.57e-02 1.61e-01 4.21e-23 0.0 4.74e-20 1.84e-19 7.60e-04 2.40e-03 7.88e-07 5.22e-03 7.17e-03 1.16e-21 8.92e-04 3.06e-03 4.69e-06 1.84e-03 9.69e-23 1.38e-08 1.25e-23 1.53e-02 5.75e-02 1.86e-02 1.50e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.80e-04 3.85e-01 1.77e+00 2.36e-02 1.37e+00 2.34e+01 5.63e-16 8.00e-16 6.25e+00 7.88e+00 1.59e+01 5.35e+00 2.00e+01 1.06e+01 2.84e-16 6.80e+01 9.62e+00 3.88e-05 2.68e-17 6.93e+00 9.81e+00 1.54e+01 1.13e-05 4.69e-02 4.20e-02 1.53e-02 4.72e-03 2.17e-01 2.15e-02 9.72e-02 2.26e-02 1.42e-01 3.27e-01 7.29e-05 3.00e-20 9.02e-20 4.19e-04 8.59e-04 3.68e-03 7.75e-03 2.27e-02 3.57e-03 7.39e-07 5.14e-05 1.31e-04 1.15e-03 2.17e-03 1.34e-22 2.51e-05 1.84e-07 3.58e-02 1.90e-05 6.64e-05 8.05e-06 0.0 8.32e-08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 1.01e+02 9.27e+00 5.16e-19 0.0 0.0 4.12e-17 8.02e-18 0.0 2.74e+01 0.0 0.0 0.0 6.74e-02 0.0 0.0 5.54e-17 3.64e-19 0.0 0.0 0.0 3.62e-20 0.0 0.0 0.0 8.70e-18 1.49e-18 0.0 1.00e-21 1.17e-04 1.67e-06 4.21e-20 1.91e-20 0.0 0.0 0.0 0.0 1.66e-21 0.0 0.0 2.40e-23 0.0 1.39e-06 7.74e-24 6.60e-23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.67e-06 2.88e-18 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.24e-05 0.0 0.0 0.0 0.0 2.70e-18 1.23e+01 8.14e+01 5.45e+00 0.0 0.0 5.27e+00 1.98e-17 7.70e-18 4.40e+00 2.46e+01 8.25e-19 0.0 5.54e-04 3.14e-17 0.0 4.59e-17 3.58e-02 0.0 1.28e-19 0.0 2.67e-19 0.0 0.0 1.63e-18 1.36e-03 5.36e-18 5.93e-22 3.57e-06 2.90e-03 5.73e-04 2.35e-06 7.68e-20 3.31e-20 1.40e-21 1.22e-22 0.0 3.84e-09 0.0 0.0 5.73e-22 4.58e-23 3.30e-04 3.12e-23 1.76e-06 6.60e-25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.34e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
