   6  17  4.140E-01 3.960E-01  3.870E-01  3.800E-01 
   7  17  5.190E-01 4.930E-01  4.870E-01  4.830E-01 
   8  17  1.310E+00 1.250E+00  1.200E+00  1.140E+00
   9  17  2.160E+00 1.980E+00  1.870E+00  1.770E+00 
  10  17  5.590E-01 5.500E-01  5.380E-01  5.220E-01 
  11  17  2.710E-01 2.630E-01  2.540E-01  2.440E-01 
  12  17  1.020E+00 9.610E-01  9.280E-01  9.010E-01 
  13  17  4.560E-01 4.430E-01  4.360E-01  4.260E-01 
  14  17  1.220E+00 1.370E+00  1.400E+00  1.380E+00 
  15  17  2.040E+00 2.180E+00  2.190E+00  2.150E+00 
  16  17  1.310E+00 1.260E+00  1.280E+00  1.290E+00
   1  18  1.650E-01 1.740E-01  1.690E-01  1.610E-01 
   2  18  2.340E-01 2.440E-01  2.350E-01  2.230E-01 
   3  18  2.880E-01 2.950E-01  2.810E-01  2.640E-01 
   4  18  3.210E-01 3.200E-01  2.980E-01  2.750E-01 
   5  18  1.620E-01 1.680E-01  1.620E-01  1.550E-01 
   6  18  2.710E-01 2.770E-01  2.660E-01  2.540E-01 
   7  18  2.710E-01 2.700E-01  2.560E-01  2.430E-01 
   8  18  8.950E-01 8.160E-01  7.480E-01  6.980E-01
   9  18  7.600E-01 6.910E-01  6.150E-01  5.550E-01 
  10  18  1.960E-01 1.990E-01  1.950E-01  1.890E-01 
  11  18  1.200E-01 1.180E-01  1.130E-01  1.100E-01 
  12  18  3.530E-01 3.210E-01  3.050E-01  2.960E-01 
  13  18  2.270E-01 2.040E-01  1.950E-01  1.900E-01 
  14  18  8.500E-01 7.260E-01  6.450E-01  5.880E-01 
  15  18  6.370E-01 6.270E-01  6.030E-01  5.760E-01 
  16  18  8.890E-01 9.120E-01  8.970E-01  8.740E-01
  17  18  9.880E-01 1.020E+00  9.890E-01  9.470E-01 
   1  19  1.950E-01 1.950E-01  1.820E-01  1.690E-01 
   2  19  3.050E-01 3.090E-01  2.910E-01  2.710E-01 
   3  19  4.320E-01 4.430E-01  4.210E-01  3.960E-01 
   4  19  5.790E-01 6.020E-01  5.790E-01  5.490E-01 
   5  19  1.310E-01 1.300E-01  1.230E-01  1.170E-01 
   6  19  3.160E-01 3.180E-01  3.040E-01  2.890E-01 
   7  19  6.090E-01 6.230E-01  5.990E-01  5.720E-01
   8  19  9.440E-01 8.580E-01  7.670E-01  6.940E-01 
   9  19  1.540E+00 1.400E+00  1.280E+00  1.190E+00 
  10  19  3.310E-01 3.290E-01  3.190E-01  3.100E-01 
  11  19  1.430E-01 1.460E-01  1.430E-01  1.390E-01 
  12  19  5.170E-01 4.670E-01  4.450E-01  4.340E-01 
  13  19  3.530E-01 3.210E-01  3.050E-01  2.960E-01 
  14  19  8.400E-01 8.110E-01  7.730E-01  7.350E-01 
  15  19  1.390E+00 1.220E+00  1.100E+00  1.010E+00
  16  19  1.120E+00 1.150E+00  1.120E+00  1.080E+00 
  17  19  1.690E+00 1.740E+00  1.700E+00  1.650E+00 
  18  19  1.280E+00 1.200E+00  1.160E+00  1.120E+00 
*** Fe VI collision strengths
*** ATOM iron
*** SPECTRUM 6
*** N_LEVELS 19
*** GSCONFIG d3
*** T_UNIT K
*** SOURCE1 Chen, G. X. & Pradhan, A. K. 1999, A&AS, 136, 395
*** NOTE1 All collision strengths
